"","job_id","task_index","start_time","end_time","task_duration","number_of_entries","avg_cpu_rate","avg_memory_usage","avg_disk_io_time","avg_disk_space_usage","stdev_cpu_rate","stdev_memory_usage","stdev_disk_io_time","stdev_disk_space_usage","var_cpu_rate","var_memory_usage","var_disk_io_time","var_disk_usage_space","median_cpu_rate","median_memory_usage","median_disk_io_time","median_disk_space_usage","max_cpu_time","max_memory_usage","max_disk_io_time","max_disk_usage_space"
"69841",6186120532,342,6e+08,2.514e+11,2.508e+11,836,0.153515752033493,0.164126124401914,0.0120462729105263,0.000502776088516746,0.051070464395233,0.0440714817731412,0.0181331694109609,0.000542270808165877,0.00260819233354476,0.00194229550568031,0.000328811832886608,2.94057629388873e-07,0.155,0.1816,0.007069,0.0001612,11.2,0.2087,0.543,0.001768
"69842",6186120532,343,6e+08,2.514e+11,2.508e+11,836,0.234685704904306,0.152425849282297,0.0166323252388756,0.000495105442583733,0.1073195492606,0.0503943164447792,0.0194984235494476,0.000559875773822173,0.0115174856534983,0.00253958712993654,0.000380188520913654,3.13460882112978e-07,0.2396,0.1743,0.010415,0.0001292,1.391,0.2087,0.6348,0.001751
"69843",6186120532,344,6e+08,2.514e+11,2.508e+11,836,0.161340318181818,0.159652978468899,0.0111257985072967,0.000545142105263157,0.0503650774845987,0.046791308053117,0.0180299499925253,0.000563869964302718,0.00253664103002963,0.00218942650932169,0.000325079096732964,3.17949336642748e-07,0.1619,0.1785,0.0046765,0.00020075,3.445,0.2087,0.5068,0.001766
"69844",6186120532,345,6e+08,2.514e+11,2.5034e+11,835,0.17776118,0.171610778443114,0.013814188788982,0.00051763028742515,0.078792182070257,0.0517296554385527,0.0206422860815378,0.00058102054234388,0.00620820795539253,0.00267595725179138,0.000426103974672048,3.37584870625577e-07,0.1797,0.2039,0.00602,0.0001717,2.402,0.2114,0.4658,0.00173
"69845",6186120532,346,6e+08,2.514e+11,2.508e+11,836,0.199509423803828,0.131737033492823,0.0191548507980861,0.000453175586124401,0.155075717284954,0.0589512772397281,0.0221822018302014,0.000559857387871685,0.024048478091443,0.00347525308819528,0.000492050078035788,3.13440294754506e-07,0.2268,0.15305,0.01522,0.000134,2.141,0.2087,0.666,0.00169
"69846",6186120532,347,6e+08,2.514e+11,2.508e+11,836,0.150684855861244,0.159385227272727,0.0145365428157895,0.000526771507177033,0.0660394945742685,0.0476579229504212,0.0206679683534961,0.000567947972390004,0.00436121484362484,0.00227127761994829,0.000427164915861118,3.22564899341917e-07,0.1555,0.1797,0.008682,0.00021265,4.555,0.2085,0.5908,0.001743
"69847",6186120532,348,6e+08,2.514e+11,2.505e+11,835,0.209696936766467,0.150290047904192,0.0166453865911377,0.00043900594011976,0.0959376390945773,0.0489393366593742,0.020743918942175,0.000547640087397612,0.00920403059504137,0.00239505867265957,0.000430310173079529,2.99909665324864e-07,0.2097,0.1692,0.0103,9.632e-05,4.055,0.2087,0.5703,0.001711
"69849",6186120532,350,6e+08,2.514e+11,2.49034e+11,831,0.19681923188929,0.149124323706378,0.0151285429935018,0.000450450856799037,0.101207345712663,0.0493998667684404,0.0200398695346647,0.00054299929349504,0.0102429268262025,0.00244034683673967,0.000401596370966382,2.94848232736113e-07,0.1824,0.1694,0.008804,0.0001297,3.168,0.2085,0.7051,0.001675
"69850",6186120532,351,6e+08,2.514e+11,2.508e+11,836,0.191914789354067,0.175100849282296,0.0152659733992823,0.000543068696172248,0.0837881914048587,0.0481756214033739,0.0213794466033003,0.000607885946926324,0.00702046101889723,0.00232089049760121,0.000457080737063369,3.69525324470513e-07,0.18925,0.2042,0.006554,0.0001869,4.75,0.2114,0.4751,0.00173
"69851",6186120532,352,6e+08,2.514e+11,2.508e+11,836,0.227391038397129,0.15469519138756,0.0157054235551435,0.00052449832535885,0.0923327795825815,0.0496909788999491,0.0267405787199632,0.000559392690514262,0.00852534218544558,0.00246919338403519,0.000715058550278548,3.12920182200785e-07,0.252,0.178,0.0065915,0.0001574,14.19,0.2087,0.5322,0.001783
"69852",6186120532,353,6e+08,2.514e+11,2.508e+11,836,0.154645418421053,0.132051447368421,0.0159086311299043,0.000505559497607655,0.117161389102846,0.0586497032387925,0.0251685465946055,0.000571389913102424,0.0137267910965085,0.00343978768999843,0.000633455737684828,3.26486432795196e-07,0.1917,0.1559,0.007187,0.0002074,1.434,0.2087,0.6006,0.001699
"69853",6186120532,354,6e+08,2.514e+11,2.508e+11,836,0.212491785167464,0.15780245215311,0.0158299021198564,0.000466445885167464,0.098786815006017,0.0433644845642682,0.0174556138780699,0.000531701467216608,0.00975883481903303,0.00188047852152465,0.000304698455860268,2.82706450240293e-07,0.19225,0.1768,0.0074465,0.0001402,1.713,0.2087,0.5967,0.001747
"69854",6186120532,355,6e+08,2.514e+11,2.508e+11,836,0.175207293660287,0.135675897129186,0.0169129469851674,0.000506911184210526,0.134208985782056,0.0591274648142625,0.0285359611321592,0.000581298514556044,0.0180120518646482,0.00349605709536186,0.000814301077736102,3.37907963025063e-07,0.17955,0.1632,0.006603,0.0001774,19.62,0.2087,0.6074,0.001694
"69855",6186120532,356,6e+08,2.514e+11,2.49709e+11,833,0.190075704681873,0.143699447779112,0.0163702642936375,0.000457289003601439,0.103308119271207,0.0503255636378165,0.0226580311342576,0.000552659056063397,0.0106725675073539,0.00253266235546391,0.000513386374880987,3.05432032248886e-07,0.1917,0.1633,0.00824,0.0001059,3.5,0.208,0.6074,0.001701
"69856",6186120532,357,6e+08,2.514e+11,2.508e+11,836,0.164614872966507,0.132977320574162,0.0150676578385167,0.000495617272727273,0.128937532918547,0.0582678976847159,0.0260088691153436,0.000545836981531047,0.0166248873951215,0.00339514790059652,0.000676461272659073,2.97938010406925e-07,0.17795,0.15065,0.0068515,0.00015925,3.078,0.2087,0.6191,0.001753
"69857",6186120532,358,6e+08,2.514e+11,2.508e+11,836,0.153936190311005,0.159255801435407,0.014409413007177,0.000591883492822966,0.0656486620571837,0.0500532565327829,0.0200650233153951,0.000581105489049822,0.00430974682989831,0.00250532848953657,0.00040260516064735,3.37683589403833e-07,0.1555,0.1837,0.0082475,0.000227,6.219,0.209,0.5166,0.001801
"69858",6186120532,359,6e+08,2.514e+11,2.508e+11,836,0.172324054784689,0.14222933014354,0.021528972119378,0.000610398444976077,0.119818499043813,0.0575214101313837,0.0283295456159994,0.000591201980225649,0.0143564727131123,0.00330871262350285,0.000802563154808992,3.49519781422728e-07,0.1909,0.1707,0.0138,0.0003219,15.62,0.209,0.6211,0.001759
"69859",6186120532,360,1.008e+09,2.514e+11,2.50086e+11,834,0.246016480215827,0.145432110311751,0.0211125725615108,0.000443047565947242,0.127674161360013,0.0524536719559621,0.0258849060732008,0.000546955175197731,0.0163006914789826,0.00275138770166369,0.000670028362418429,2.99159963675581e-07,0.2695,0.1648,0.0164,0.00012635,2.449,0.2085,0.625,0.001696
"69860",6186120532,361,6e+08,2.514e+11,2.508e+11,836,0.173926932655502,0.149301220095694,0.0147320639397129,0.000473250311004783,0.0844447742896693,0.0511917766056475,0.0168989148716888,0.000546446725368111,0.00713091990483319,0.00262059799204252,0.000285573323840586,2.98604023665532e-07,0.18055,0.172,0.01053,0.00012115,1.289,0.209,0.6279,0.00174
"69861",6186120532,362,6e+08,2.514e+11,2.508e+11,836,0.177392978947369,0.164468313397129,0.0159942217958134,0.000539659258373206,0.0880084413164591,0.0535061215225464,0.0238228157757938,0.000612834594910185,0.00774548574295262,0.0028629050403855,0.00056752655148741,3.75566240718731e-07,0.1824,0.19385,0.006325,0.0001731,4.492,0.2095,0.5078,0.001722
"69862",6186120532,363,6e+08,2.514e+11,2.508e+11,836,0.188224595454545,0.136598648325359,0.0214061784619617,0.000526980023923444,0.143466289025006,0.0592663571476097,0.0307335269285473,0.000570812741756328,0.0205825760866064,0.00351250108954803,0.000944549677467742,3.25827186151377e-07,0.21585,0.15855,0.013525,0.0001593,2.352,0.209,0.6904,0.001757
"69864",6186120532,365,6e+08,2.514e+11,2.508e+11,836,0.19781429437799,0.161001172248803,0.0159096457584928,0.00052454057416268,0.102774718741592,0.048186444244451,0.0184424535360167,0.000564446582134662,0.0105626428124133,0.00232193340892359,0.000340124092428133,3.18599944083502e-07,0.1754,0.1836,0.01084,0.00015685,2.383,0.209,0.6445,0.001751
"69865",6186120532,366,6e+08,2.514e+11,2.508e+11,836,0.168483022368421,0.136635741626794,0.0197700387954545,0.000539639354066986,0.125427780590678,0.0584710688974659,0.0252942353598927,0.000578654695248173,0.0157321281439033,0.0034188658980122,0.000639798342441649,3.34841256332756e-07,0.2001,0.162,0.01397,0.00023745,11.02,0.2085,0.625,0.001728
"69867",6186120532,368,6e+08,2.514e+11,2.508e+11,836,0.163739897488039,0.154120657894737,0.0152161167013158,0.000517616638755981,0.0749675728203382,0.0483195442901212,0.0193431463805976,0.000575322952910116,0.00562013697457271,0.00233477836040498,0.000374157311901225,3.30996500145216e-07,0.1587,0.1738,0.0096055,0.00021125,2.543,0.2087,0.5049,0.001705
"69868",6186120532,369,6e+08,2.514e+11,2.508e+11,836,0.184077575598086,0.150332858851675,0.0139424733373206,0.000496374533492822,0.0855697701196221,0.0511342879593585,0.0174361434646483,0.000560300511416467,0.00732218555832497,0.00261471540511059,0.000304019098919796,3.13936663093555e-07,0.1892,0.16965,0.0093155,0.0001431,2.086,0.2087,0.5645,0.001728
"69869",6186120532,370,6e+08,2.514e+11,2.508e+11,836,0.166241557057416,0.134227655502392,0.0182610196651914,0.000532420023923443,0.127082078035923,0.0580030805893104,0.0254344087737377,0.000572568237362505,0.0161498545579285,0.00336435735785004,0.000646909149669583,3.27834386436406e-07,0.1853,0.15635,0.011095,0.0002031,5.82,0.2085,0.5586,0.001751
"69870",6186120532,371,6e+08,2.514e+11,2.508e+11,836,0.189816340669856,0.160787882775119,0.019406999056579,0.000539661375598086,0.0945902624075976,0.0488658449048667,0.0253787615879359,0.000588697310612625,0.00894731774233817,0.00238787079826649,0.000644081539737288,3.46564523522537e-07,0.19825,0.1825,0.012185,0.00019075,16.34,0.2087,0.5293,0.001741
"69871",6186120532,372,6e+08,2.514e+11,2.508e+11,836,0.213584169258373,0.151574844497608,0.0201288795485646,0.000533798923444976,0.119931711227453,0.0520844731662492,0.0291304503346195,0.00055755816655185,0.0143836153579453,0.00271279234500573,0.000848583136697734,3.1087110908866e-07,0.2061,0.1733,0.010415,0.00017355,13.67,0.2087,0.6143,0.001778
"69872",6186120532,373,6e+08,2.514e+11,2.508e+11,836,0.238786814114832,0.152199844497608,0.0173925591257177,0.000511252667464114,0.106942048517289,0.0499736433512321,0.0192747192723972,0.000558405966960158,0.0114366017410742,0.00249736502979615,0.000371514803029721,3.11817223936709e-07,0.2355,0.1716,0.01094,0.0001521,1.828,0.2087,0.5596,0.001772
"69873",6186120532,374,6e+08,2.514e+11,2.508e+11,836,0.191600491626794,0.16493947368421,0.0188558915960526,0.000580261244019139,0.102998381200516,0.0483978726999271,0.0199063037253674,0.000574572812190197,0.0106086665299267,0.00234235408187835,0.000396260928006576,3.30133916508151e-07,0.1864,0.1914,0.014935,0.0002408,1.688,0.209,0.6807,0.001768
"69874",6186120532,375,6e+08,2.514e+11,2.508e+11,836,0.188395980861244,0.160248720095694,0.0186632940483254,0.00061649196172249,0.0867816537936276,0.0491263296811468,0.0223962358840911,0.000585114871252592,0.00753105543515704,0.00241339626794072,0.000501591381775849,3.42359412560938e-07,0.1913,0.1821,0.0129,0.00033045,12.22,0.2087,0.5596,0.001766
"69875",6186120532,376,6e+08,2.514e+11,2.508e+11,836,0.19141938791866,0.143177511961722,0.0170185457746412,0.000454895430622009,0.0966526138808861,0.0510846202786301,0.0232262896554301,0.00055146652533991,0.00934172777000765,0.00260963842901183,0.000539460531157942,3.04115328570473e-07,0.1973,0.1609,0.010225,0.00011255,2.094,0.2087,0.6455,0.001736
"69876",6186120532,377,6e+08,2.514e+11,2.508e+11,836,0.178473850478469,0.138194677033493,0.016936043452512,0.000554259688995216,0.131626803877135,0.0574079479904169,0.0268645234742756,0.00056785370593414,0.0173256154989099,0.00329567249247042,0.000721702621499904,3.22457831343137e-07,0.18485,0.1605,0.008377,0.00025085,7.828,0.2087,0.6113,0.001766
"69877",6186120532,378,6e+08,2.514e+11,2.50422e+11,835,0.153567228742515,0.151186790419162,0.0111428542943713,0.000485887868263474,0.0624897964931852,0.050591877491387,0.0191399789802221,0.00055810249250715,0.0039049746657597,0.00255953806810351,0.000366338795363345,3.11478392142693e-07,0.1648,0.1719,0.004562,0.0001421,4.289,0.2087,0.5098,0.001724
"69878",6186120532,379,6e+08,2.514e+11,2.508e+11,836,0.217595185047847,0.148744306220096,0.015900047163756,0.000469702021531101,0.101061749592749,0.0502101903498403,0.0201410760709209,0.000538477260099859,0.0102134772307475,0.00252106321496719,0.000405662945294621,2.89957759644651e-07,0.2108,0.16795,0.0067865,0.0001469,1.688,0.2087,0.7178,0.001776
"69879",6186120532,380,6e+08,2.514e+11,2.508e+11,836,0.197749315430622,0.171662200956938,0.0159485881003589,0.000579417308612439,0.124573156968063,0.0493299676121023,0.0190252598041764,0.000648539702541416,0.0155184714369896,0.00243344570461107,0.000361960510616411,4.20603745772509e-07,0.1755,0.20265,0.0084305,0.00014785,11.05,0.2117,0.4238,0.001759
"69880",6186120532,381,6e+08,2.514e+11,2.508e+11,836,0.242288832655503,0.157692607655502,0.0183283808210526,0.000533248624401914,0.109567638929183,0.0475197103173103,0.0202659417986363,0.000559230237277252,0.0120050675005159,0.00225812286864109,0.000410708396985713,3.12738458285171e-07,0.2314,0.17835,0.011955,0.00017785,2.844,0.2087,0.5527,0.00177
"69881",6186120532,382,6e+08,2.514e+11,2.508e+11,836,0.193524961961723,0.154554102870813,0.0175936141301435,0.000564150837320574,0.0944820901139124,0.0495233350988598,0.0242630023207296,0.000589682002874658,0.00892686535229346,0.00245256071931396,0.00058869328161573,3.47724864514268e-07,0.1707,0.1746,0.0091555,0.00017925,7.242,0.209,0.543,0.001783
"69882",6186120532,383,6e+08,2.514e+11,2.508e+11,836,0.196591252631579,0.155423086124402,0.0185354557534689,0.00051156283492823,0.0872745936772837,0.0498029573399587,0.0257208366464352,0.000562447676272991,0.00761685470153498,0.00248033455980575,0.000661561437792604,3.16347388544888e-07,0.2057,0.17745,0.009971,0.0001545,7.414,0.209,0.6025,0.001772
"69884",6186120532,385,6e+08,2.514e+11,2.508e+11,836,0.180166117703349,0.149844581339713,0.016764734002512,0.000510363492822965,0.087075637349112,0.0512613673276822,0.0218309931379171,0.000582608794287041,0.00758216661975407,0.00262772778030356,0.000476592261387784,3.394330071806e-07,0.1891,0.1709,0.01103,0.0001712,15.89,0.2087,0.5381,0.001696
"69885",6186120532,386,6e+08,2.514e+11,2.49353e+11,832,0.191671804170673,0.151133930288462,0.0157176146757212,0.000510014298076922,0.0967164579740531,0.0485925705825679,0.017672103052465,0.000535313314944194,0.00935407324304678,0.00236123791582185,0.000312303226296942,2.86560345156542e-07,0.1959,0.17175,0.012055,0.0001698,2.074,0.2087,NA,0.001669
"69886",6186120532,387,6e+08,2.514e+11,2.508e+11,836,0.260756472607656,0.149628887559809,0.0221024058376794,0.000516975645933016,0.137873521328185,0.0520862423600718,0.025438625389411,0.000565251808939099,0.0190091078834336,0.00271297664319213,0.000647123661702783,3.19509607508924e-07,0.3064,0.17185,0.01883,0.0001998,1.523,0.209,0.7109,0.001722
"69887",6186120532,388,6e+08,2.514e+11,2.505e+11,835,0.200474376526946,0.145811604790419,0.0142537787361677,0.000409609712574852,0.111609376596225,0.0507445331363382,0.0244217320324157,0.000529570683146376,0.012456652944198,0.00257500764322492,0.00059642099546312,2.80445108448119e-07,0.1733,0.1672,0.005524,9.155e-05,1.908,0.2087,0.5439,0.00168
"69888",6186120532,389,6e+08,2.514e+11,2.502e+11,834,0.195460292086331,0.164547529976019,0.015364940382494,0.000554305179856115,0.0876926883339956,0.0482402033683784,0.0239487707054408,0.000589940211084589,0.00769000758724329,0.00232711722102251,0.000573543618301781,3.48029452654529e-07,0.2043,0.1887,0.0064505,0.0002465,5.461,0.2097,0.5498,0.001717
"69890",6186120532,391,6e+08,2.514e+11,2.508e+11,836,0.20578451638756,0.154736435406699,0.0169556173611244,0.000485346076555023,0.101482159796373,0.0460686789020638,0.0185065552737049,0.00053395583147566,0.0102986287569366,0.00212232317578145,0.000342492588098695,2.85108829966864e-07,0.192,0.1758,0.01268,0.0001402,3.266,0.2087,0.6387,0.001751
"69891",6186120532,392,6e+08,2.514e+11,2.508e+11,836,0.192560858612441,0.14442509569378,0.0171429954220096,0.000529481674641147,0.11389449481152,0.0526940483077235,0.0189602751093215,0.000555676572967564,0.0129719559483713,0.0027766627270567,0.000359492032221157,3.08776453744977e-07,0.203,0.16745,0.01416,0.0001774,1.811,0.2085,0.668,0.001743
"69892",6186120532,393,6e+08,2.514e+11,2.508e+11,836,0.203245956662679,0.155650083732057,0.0232856591100478,0.000533896435406699,0.163094968827088,0.0684656915235752,0.0341453641961174,0.000616323350422407,0.0265999688567088,0.00468755091580136,0.0011659058960855,3.79854472275901e-07,0.2256,0.20105,0.012565,0.00019405,9.531,0.2117,0.6543,0.001699
"69893",6186120532,394,6e+08,2.514e+11,2.508e+11,836,0.228840608253589,0.133900454545454,0.023275107118421,0.000486460562200957,0.173110048694445,0.0611510796319446,0.0272745777010241,0.000567848382184034,0.029967088958993,0.00373945454015243,0.0007439025887692,3.22451785149025e-07,0.31275,0.161,0.023175,0.00014735,2.461,0.209,0.6768,0.001715
"69894",6186120532,395,6e+08,2.514e+11,2.508e+11,836,0.186635825358852,0.153386076555024,0.0150857474424641,0.00055107816985646,0.0880690216023967,0.0466092648615643,0.0227416511757758,0.00057595237134867,0.00775615256600341,0.00217242357093545,0.000517182698200665,3.31721134062156e-07,0.1676,0.1743,0.0052795,0.0002923,2.664,0.2085,0.5557,0.00168
"69895",6186120532,396,6e+08,2.514e+11,2.508e+11,836,0.216778361722488,0.147032667464115,0.0175191295099282,0.0004738595215311,0.114605852514882,0.0523948052317338,0.0274042641372665,0.000555548118352318,0.0131345014306629,0.00274521561527132,0.000750993692905073,3.08633711804801e-07,0.2456,0.16775,0.008728,0.0001483,9.578,0.2087,0.6182,0.001719
"69897",6186120532,398,6e+08,2.514e+11,2.508e+11,836,0.174680800119618,0.162577045454545,0.0164879336912679,0.000614320933014354,0.0786425210029849,0.0445479456249547,0.0196914542936096,0.000579654277101861,0.00618464610970492,0.00198451945940392,0.000387753372197317,3.35999080962481e-07,0.1853,0.182,0.01198,0.0003314,3.625,0.2087,0.5801,0.001768
"69898",6186120532,399,6e+08,2.514e+11,2.508e+11,836,0.198243878110048,0.150683839712919,0.0165181756972488,0.000537541806220096,0.106972053903084,0.0508719410370753,0.0248484656181367,0.00058374341047257,0.0114430203162442,0.00258795438487967,0.000617446243575723,3.40756369270147e-07,0.20445,0.17275,0.0071945,0.0002031,2.539,0.2087,0.541,0.001736
"69899",6186120532,400,6e+08,2.514e+11,2.508e+11,836,0.207065054665072,0.153104162679426,0.0177729864095694,0.00047025019138756,0.0939957184970913,0.0503250297186627,0.0255561283154954,0.000556313782892901,0.00883519509578443,0.00253260861618428,0.000653115694478067,3.0948502503661e-07,0.2085,0.173,0.008461,0.0001211,2.594,0.2092,0.5703,0.001751
"69900",6186120532,401,6e+08,2.514e+11,2.49114e+11,831,0.231018047533093,0.16165459687124,0.0171710345429603,0.000426817039711192,0.132993721021695,0.0546679935593686,0.0252023897281455,0.000548321217985987,0.0176873298311965,0.00298858951980717,0.000635160448009334,3.00656158093636e-07,0.2192,0.1919,0.008545,0.000104,10.34,0.2092,0.6641,0.001701
"69901",6186120532,402,6e+08,2.514e+11,2.508e+11,836,0.155253321770335,0.165174784688994,0.0124271670950957,0.000421806626794259,0.0708520756537131,0.0454063700569644,0.0184226837502299,0.00052622034929334,0.00502001662443948,0.00206173844174999,0.000339395276560984,2.76907856010404e-07,0.1509,0.1852,0.0061875,0.0001006,1.449,0.209,0.6172,0.00173
"69902",6186120532,403,6e+08,2.514e+11,2.505e+11,835,0.150518728143712,0.129886982035928,0.0133631205211976,0.000439941161676647,0.109578575761978,0.0579389496356791,0.0162523374511234,0.000550793816502228,0.0120074642660235,0.00335692188488576,0.000264138472625187,3.0337382829709e-07,0.1753,0.1455,0.01013,8.297e-05,6.328,0.209,0.6045,0.00168
"69903",6186120532,404,6e+08,2.514e+11,2.508e+11,836,0.202522542703349,0.154348229665072,0.0177447003679426,0.000509353169856459,0.0914498167693132,0.0489079853585508,0.0244187193920882,0.000559405930702838,0.00836306898714096,0.00239199103183222,0.000596273856749544,3.12934995305509e-07,0.19225,0.1746,0.0098955,0.0001554,2.078,0.2087,0.5225,0.001759
"69904",6186120532,405,6e+08,2.514e+11,2.508e+11,836,0.211031058851674,0.172700717703349,0.0178463153271531,0.000556773935406699,0.107475915293831,0.0502011878544647,0.0232584369220898,0.000630588462882237,0.0115510723682468,0.00252015926199925,0.00054095488805883,3.97641809520183e-07,0.1985,0.2039,0.008469,0.00018645,5.156,0.2114,0.4429,0.001717
"69905",6186120532,406,6e+08,2.514e+11,2.508e+11,836,0.223311785526316,0.153079366028708,0.0167416516254785,0.000448082177033492,0.0997193114582896,0.0452153233970189,0.0181153686991794,0.000522008616260178,0.00994394107771538,0.002044425469897,0.000328166583107208,2.72492995449866e-07,0.21645,0.1724,0.0082325,0.000134,1.439,0.2095,0.5225,0.001759
"69906",6186120532,407,6e+08,2.514e+11,2.508e+11,836,0.18254657930622,0.149366662679426,0.0167536345553828,0.000491157799043062,0.0888486636761331,0.0507704319766973,0.0228639487553563,0.000562639419664938,0.00789408503703461,0.00257763676310045,0.00052276015268756,3.16563116560899e-07,0.183,0.1689,0.01013,0.0001364,11.3,0.2085,0.5186,0.001717
"69907",6186120532,408,6e+08,2.514e+11,2.508e+11,836,0.182758255861244,0.154508002392345,0.0144071775876794,0.000506383229665072,0.0930251829620336,0.0501559432453536,0.0167374526190301,0.00055374480627951,0.00865368466511982,0.00251561864283113,0.000280142320174277,3.06633310481533e-07,0.1708,0.1754,0.010765,0.0001593,1.609,0.209,0.6582,0.00176
"69908",6186120532,409,6e+08,2.514e+11,2.4935e+11,833,0.179821416686675,0.151500774309724,0.00994561393757503,0.000437087967587036,0.0738601822878556,0.0476370200625458,0.0165300998079599,0.000514811051719963,0.00545532652759526,0.00226928568043939,0.000273244199661117,2.65030418973014e-07,0.1748,0.1697,0.004082,0.0001431,6.625,0.2087,0.502,0.001671
"69909",6186120532,410,6e+08,2.514e+11,2.48679e+11,830,0.183991597108434,0.135464180722892,0.0181178615014458,0.000501667975903614,0.127229706008706,0.0549297496039033,0.0238044964290627,0.000540348755406395,0.0161873980910616,0.00301727739154752,0.000566654050241257,2.9197677746924e-07,0.19895,0.1616,0.011925,0.0001488,2.238,0.2085,0.5371,0.001665
"69911",6186120532,412,6e+08,2.514e+11,2.49438e+11,832,0.192068830889423,0.150718978365385,0.015976833328125,0.000491903229567307,0.0913217393034482,0.0485333384670543,0.0200096508296801,0.000546579876755114,0.00833966006940696,0.00235548494275765,0.000400386126325719,2.98749561673635e-07,0.172,0.1726,0.006668,0.0001359,5.109,0.2085,0.6631,0.001747
"69912",6186120532,413,6e+08,2.514e+11,2.502e+11,834,0.239885391247002,0.141359004796163,0.0194986748695444,0.00042272354916067,0.126495929622499,0.0499190988726928,0.0216458811788838,0.000536174883342295,0.0160012202110601,0.00249191643226168,0.000468544172010356,2.87483505527124e-07,0.23865,0.1545,0.01083,8.774e-05,3.301,0.2085,0.7607,0.001707
"69913",6186120532,414,6e+08,2.514e+11,2.508e+11,836,0.165235034210526,0.144018588516746,0.0179821322411483,0.000578023684210527,0.110097210185259,0.0565360357185733,0.023837356198571,0.000571523368533347,0.0121213956905771,0.00319632333477179,0.000568219550537552,3.26638960779703e-07,0.1986,0.1692,0.011465,0.00029705,16.19,0.209,0.5791,0.001768
"69914",6186120532,415,6e+08,2.514e+11,2.508e+11,836,0.189403235885167,0.147725789473684,0.0153456990782297,0.00045234221291866,0.0914225392527811,0.0508860593261774,0.0160105461295471,0.000556226677395748,0.0083580806834263,0.00258939103374724,0.000256337587366357,3.09388116646714e-07,0.20275,0.1694,0.012885,0.00012395,2.004,0.2087,0.6484,0.00169
"69917",6186120532,418,6e+08,2.514e+11,2.508e+11,836,0.243855035167464,0.147467918660287,0.0221937059564594,0.000486553050239234,0.127897354280621,0.052400685340612,0.0300466163217974,0.000556469893274653,0.0163577332319828,0.00274583182416583,0.000902799152389303,3.09658742121104e-07,0.25515,0.1653,0.01353,0.000144,3.609,0.2097,0.5186,0.001764
"69919",6186120532,420,6e+08,2.514e+11,2.508e+11,836,0.192226481698565,0.146717846889952,0.0145336823392344,0.000453622583732057,0.103874337531018,0.0503561824177915,0.0165562387535968,0.000553338268565824,0.0107898779975078,0.0025357451076939,0.0002741090416661,3.06183239459424e-07,0.17265,0.16295,0.009521,0.0001273,2.348,0.2087,0.6846,0.001699
"69921",6186120532,422,6e+08,2.514e+11,2.49735e+11,833,0.177380279231693,0.128477442977191,0.0182747416432173,0.000412573949579833,0.136794489327195,0.0563373562112391,0.0209185036428149,0.00053843490650443,0.0187127323102882,0.00317389770487204,0.000437583794654461,2.89912148542435e-07,0.1938,0.1375,0.0144,7.725e-05,2.488,0.2087,0.6885,0.00168
"69924",6186120532,425,6e+08,2.514e+11,2.508e+11,836,0.224802652751196,0.159286327751196,0.0174545049599282,0.000549077990430622,0.101054378240699,0.0473255120704043,0.0184563276707189,0.000561234194987069,0.0102119873616142,0.00223970409272598,0.000340636031088942,3.14983821622783e-07,0.21495,0.1802,0.013805,0.00018645,2.281,0.2092,0.5195,0.001772
"69926",6186120532,427,6e+08,2.514e+11,2.4975e+11,833,0.154958298079232,0.149921392557023,0.0128549857164466,0.000420160312124849,0.0758530505493123,0.050662345415608,0.0174563371831818,0.000535822998478023,0.00575368527763653,0.00256667324301038,0.000304723707852936,2.87106285697979e-07,0.1616,0.1709,0.006523,9.346e-05,4.445,0.2087,0.6113,0.00172
"69927",6186120532,428,6e+08,2.514e+11,2.508e+11,836,0.177153538875598,0.143369784688995,0.0170004660710526,0.000578616746411484,0.119557293635725,0.0556731762582675,0.0281409315096299,0.000593056347683426,0.0142939464614989,0.00309950255468412,0.00079191202622968,3.51715831527605e-07,0.17835,0.168,0.007374,0.0002413,2.305,0.209,0.625,0.001762
"69928",6186120532,429,6e+08,2.514e+11,2.508e+11,836,0.221037143421053,0.153165861244019,0.021039574545933,0.000544474043062202,0.122030060548097,0.0515106180703349,0.0295876406813436,0.00056187061481492,0.0148913356773722,0.00265334377398791,0.000875428481088297,3.15698587792496e-07,0.20715,0.17735,0.01156,0.0002146,7.227,0.2087,0.5977,0.001762
"69930",6186120532,431,6e+08,2.514e+11,2.508e+11,836,0.208361954665072,0.143729688995216,0.0193185345217703,0.000482044892344498,0.111205444355911,0.0530779250969531,0.0264733601672204,0.000568074684916291,0.0123666508543957,0.00281726613259777,0.00070083879854337,3.22708847642743e-07,0.21105,0.16345,0.01064,0.00013165,12.83,0.209,0.5605,0.001734
"69932",6186120532,433,6e+08,2.514e+11,2.505e+11,835,0.165080817401198,0.132796898203593,0.0145795691754491,0.000505938023952097,0.126040148473887,0.0576498480623698,0.0238149987637419,0.000562696601756741,0.0158861190273196,0.00332350498161432,0.000567154166117027,3.16627465628584e-07,0.1917,0.1482,0.007172,0.0001774,5.008,0.2097,0.6982,0.001755
"69933",6186120532,434,6e+08,2.514e+11,2.508e+11,836,0.162663000598086,0.138878708133972,0.0133493229738038,0.000530787691387559,0.114559385006288,0.0587190775373053,0.0165373935375186,0.000556784686924045,0.0131238526930189,0.00344793006683208,0.000273485385014763,3.10009187593107e-07,0.20155,0.166,0.01071,0.0002127,1.414,0.2087,0.666,0.001751
